DEPTH,GR,NPHI,RHOB,RT,DT,PEF
1813.4076,113.611,,,0.56,139.213,
1813.5600000000002,109.836,,,0.57,141.78,
1813.7124000000001,104.871,,,0.6,145.602,
1813.8648,99.907,,,0.63,147.322,
1814.0172,95.867,,,0.66,148.406,
1814.1696000000002,99.091,,,0.71,149.563,
1814.3220000000001,102.315,,,0.77,148.389,
1814.4744,105.539,,,0.83,150.587,
1814.6268,105.193,,,0.77,151.507,
1814.7792000000002,104.126,,,0.68,144.625,
1814.9316000000001,103.058,,,0.6,138.216,
1815.084,103.452,,,0.55,134.542,
1815.2364,105.037,,,0.54,135.074,
1815.3888000000002,106.621,,,0.53,135.377,
1815.5412000000001,108.566,,,0.53,136.508,
1815.6936,111.488,,,0.54,135.987,
1815.846,114.409,,,0.56,137.462,
1815.9984000000002,117.331,,,0.57,137.608,
1816.1508000000001,112.961,,,0.56,137.424,
1816.3032,108.514,,,0.55,136.204,
1816.4556,104.066,,,0.54,139.617,
1816.6080000000002,102.235,,,0.54,139.926,
1816.7604000000001,101.48,,,0.54,142.828,
1816.9128,100.725,,,0.54,140.315,
1817.0652,100.879,,,0.55,141.436,
1817.2176000000002,102.248,,,0.57,139.611,
1817.3700000000001,103.618,,,0.58,140.293,
1817.5224,105.041,,,0.59,141.253,
1817.6748,106.779,,,0.58,139.605,
1817.8272000000002,108.516,,,0.58,137.677,
1817.9796000000001,110.254,,,0.57,138.265,
1818.132,112.962,,,0.59,133.245,
1818.2844,115.82,,,0.61,140.725,
1818.4368000000002,118.678,,,0.64,145.759,
1818.5892000000001,116.291,,,0.69,150.878,
1818.7416,110.188,,,0.74,154.135,
1818.894,104.085,,,0.8,148.921,
1819.0464000000002,100.752,,,0.81,144.996,
1819.1988000000001,103.748,,,0.71,139.073,
1819.3512,106.744,,,0.6,134.292,
1819.5036,109.656,,,0.5,138.146,
1819.6560000000002,109.126,,,0.51,135.299,
1819.8084000000001,108.596,,,0.52,135.941,
1819.9608,108.065,,,0.53,132.792,
1820.1132,107.637,,,0.52,135.201,
1820.2656000000002,107.244,,,0.51,138.84,
1820.4180000000001,106.851,,,0.51,139.525,
1820.5704,109.907,,,0.5,137.584,
1820.7228,116.98,,,0.51,141.344,
1820.8752000000002,124.053,,,0.51,141.293,
1821.0276000000001,128.644,,,0.52,138.391,
1821.18,122.012,,,0.52,135.206,
1821.3324,115.38,,,0.51,139.253,
1821.4848000000002,108.748,,,0.51,142.436,
1821.6372000000001,107.442,,,0.52,139.274,
1821.7896,106.726,,,0.53,138.131,
1821.942,106.009,,,0.53,137.908,
1822.0944000000002,106.501,,,0.53,132.764,
1822.2468000000001,107.735,,,0.52,129.033,
1822.3992,108.969,,,0.51,136.66,
1822.5516,109.577,,,0.5,134.599,
1822.7040000000002,108.965,,,0.5,134.704,
1822.8564000000001,108.352,,,0.5,131.815,
1823.0088,107.625,,,0.5,128.07,
1823.1612,105.04,,,0.5,130.322,
1823.3136000000002,102.455,,,0.51,133.536,
1823.4660000000001,99.87,,,0.51,137.756,
1823.6184,100.907,,,0.56,144.333,
1823.7708,102.983,,,0.63,148.614,
1823.9232000000002,105.06,,,0.7,142.501,
1824.0756000000001,105.749,,,0.7,140.607,
1824.228,105.029,,,0.65,137.805,
1824.3804,104.309,,,0.59,135.373,
1824.5328000000002,106.147,,,0.54,133.329,
1824.6852000000001,117.315,,,0.54,140.545,
1824.8376,128.484,,,0.53,135.292,
1824.99,139.652,,,0.52,139.393,
1825.1424000000002,137.373,,,0.52,138.144,
1825.2948000000001,134.149,,,0.52,140.336,
1825.4472,130.925,,,0.52,135.559,
1825.5996,124.463,,,0.51,136.882,
1825.7520000000002,116.284,,,0.51,133.946,
1825.9044000000001,108.106,,,0.5,133.186,
1826.0568,103.805,,,0.5,128.68,
1826.2092,106.029,,,0.5,129.922,
1826.3616000000002,108.253,,,0.51,133.054,
1826.5140000000001,110.259,,,0.51,135.521,
1826.6664,110.11,,,0.53,136.749,
1826.8188,109.962,,,0.55,141.763,
1826.9712000000002,109.813,,,0.56,146.165,
1827.1236000000001,110.703,,,0.56,142.859,
1827.276,111.835,,,0.55,134.518,
1827.4284,112.967,,,0.54,140.204,
1827.5808000000002,113.205,,,0.54,138.641,
1827.7332000000001,112.651,,,0.53,137.084,
1827.8856,112.097,,,0.52,134.883,
1828.038,111.909,,,0.52,131.351,
1828.1904000000002,112.824,,,0.52,137.86,
1828.3428000000001,113.738,,,0.52,142.018,
1828.4952,114.652,,,0.52,140.755,
1828.6476,108.918,,,0.52,141.827,
1828.8000000000002,102.967,,,0.53,138.878,
1828.9524000000001,97.017,,,0.53,138.305,
1829.1048,97.798,,,0.53,138.101,
1829.2572,101.636,,,0.53,140.523,
1829.4096000000002,105.475,,,0.53,143.131,
1829.5620000000001,107.307,,,0.52,135.655,
1829.7144,106.213,,,0.5,140.991,
1829.8668,105.12,,,0.48,133.437,
1830.0192000000002,104.593,,,0.47,135.591,
1830.1716000000001,107.996,,,0.5,137.825,
1830.324,111.4,,,0.53,137.248,
1830.4764,114.803,,,0.55,142.735,
1830.6288000000002,108.655,,,0.56,145.359,
1830.7812000000001,100.757,,,0.57,146.659,
1830.9336,92.86,,,0.58,146.141,
1831.086,91.445,,,0.61,146.962,
1831.2384000000002,95.035,,,0.66,156.611,
1831.3908000000001,98.626,,,0.72,164.797,
1831.5432,101.509,,,0.74,166.103,
1831.6956,102.602,,,0.67,147.273,
1831.8480000000002,103.696,,,0.61,141.468,
1832.0004000000001,104.786,,,0.55,141.66,
1832.1528,105.217,,,0.55,140.832,
1832.3052,105.647,,,0.56,137.347,
1832.4576000000002,106.077,,,0.57,133.488,
1832.6100000000001,106.504,,,0.57,132.796,
1832.7624,106.931,,,0.56,134.177,
1832.9148,107.357,,,0.56,131.798,
1833.0672000000002,109.256,,,0.56,132.366,
1833.2196000000001,113.019,,,0.55,135.565,
1833.372,116.783,,,0.55,134.743,
1833.5244,118.798,,,0.55,133.589,
1833.6768000000002,111.64,,,0.54,134.017,
1833.8292000000001,104.481,,,0.53,136.648,
1833.9816,97.323,,,0.53,136.834,
1834.134,96.25,,,0.53,136.277,
1834.2864000000002,96.013,,,0.54,137.472,
1834.4388000000001,95.775,,,0.54,137.234,
1834.5912,95.27,,,0.54,136.197,
1834.7436,94.584,,,0.52,133.265,
1834.8960000000002,93.897,,,0.51,134.003,
1835.0484000000001,93.585,,,0.51,137.489,
1835.2008,94.075,,,0.52,139.666,
1835.3532,94.565,,,0.53,139.365,
1835.5056000000002,95.099,,,0.54,131.32,
1835.6580000000001,96.781,,,0.53,129.728,
1835.8104,98.464,,,0.53,134.725,
1835.9628,100.146,,,0.53,136.305,
1836.1152000000002,98.326,,,0.53,137.755,
1836.2676000000001,95.375,,,0.53,134.536,
1836.42,92.424,,,0.53,135.447,
1836.5724,92.322,,,0.52,136.044,
1836.7248000000002,95.368,,,0.51,137.932,
1836.8772000000001,98.414,,,0.5,137.438,
1837.0296,99.998,,,0.49,134.709,
1837.182,95.517,,,0.5,132.278,
1837.3344000000002,91.035,,,0.51,133.97,
1837.4868000000001,86.553,,,0.52,137.582,
1837.6392,90.408,,,0.51,136.214,
1837.7916,95.053,,,0.5,134.666,
1837.9440000000002,99.698,,,0.5,137.322,
1838.0964000000001,101.103,,,0.5,138.258,
1838.2488,100.626,,,0.52,136.981,
1838.4012,100.149,,,0.54,136.841,
1838.5536000000002,98.834,,,0.56,137.211,
1838.7060000000001,95.972,,,0.56,136.851,
1838.8584,93.111,,,0.56,137.585,
1839.0108,90.847,,,0.57,138.639,
1839.1632000000002,96.426,,,0.55,138.115,
1839.3156000000001,102.005,,,0.54,140.056,
1839.468,107.584,,,0.52,140.593,
1839.6204,106.307,,,0.51,139.395,
1839.7728000000002,103.209,,,0.5,140.379,
1839.9252000000001,100.11,,,0.48,139.388,
1840.0776,101.724,,,0.48,140.846,
1840.23,107.879,,,0.51,141.646,
1840.3824000000002,114.035,,,0.53,140.085,
1840.5348000000001,117.438,,,0.54,138.161,
1840.6872,111.538,,,0.54,137.908,
1840.8396,105.64,,,0.54,138.649,
1840.9920000000002,99.741,,,0.53,139.422,
1841.1444000000001,102.421,,,0.52,140.756,
1841.2968,105.577,,,0.51,139.869,
1841.4492,108.733,,,0.5,140.77,
1841.6016000000002,109.785,,,0.5,139.775,
1841.7540000000001,109.785,,,0.5,139.739,
1841.9064,109.785,,,0.5,138.151,
1842.0588,110.113,,,0.5,136.6,
1842.2112000000002,110.965,,,0.52,135.8,
1842.3636000000001,111.816,,,0.53,137.829,
1842.516,112.664,,,0.54,139.302,
1842.6684,113.49,,,0.54,144.676,
1842.8208000000002,114.316,,,0.54,140.755,
1842.9732000000001,115.143,,,0.54,144.057,
1843.1256,115.523,,,0.56,141.506,
1843.278,115.809,,,0.57,139.882,
1843.4304000000002,116.094,,,0.58,139.089,
1843.5828000000001,113.729,,,0.57,139.716,
1843.7352,109.135,,,0.55,140.579,
1843.8876,104.541,,,0.52,139.582,
1844.0400000000002,101.178,,,0.5,139.826,
1844.1924000000001,101.271,,,0.5,141.61,
1844.3448,101.364,,,0.5,140.459,
1844.4972,101.457,,,0.5,139.388,
1844.6496000000002,101.615,,,0.5,139.165,
1844.8020000000001,101.775,,,0.5,140.186,
1844.9544,101.934,,,0.5,140.409,
1845.1068,101.746,,,0.53,141.817,
1845.2592000000002,101.41,,,0.57,138.281,
1845.4116000000001,101.073,,,0.62,135.248,
1845.564,99.417,,,0.63,132.141,
1845.7164,95.939,,,0.6,122.272,
1845.8688000000002,92.461,,,0.58,142.959,
1846.0212000000001,90.42,,,0.55,150.812,
1846.1736,97.275,,,0.55,162.894,
1846.326,104.13,,,0.54,154.087,
1846.4784000000002,110.984,,,0.53,150.305,
1846.6308000000001,110.838,,,0.55,145.233,
1846.7832,109.535,,,0.57,137.492,
1846.9356,108.233,,,0.59,130.686,
1847.0880000000002,108.681,,,0.59,131.016,
1847.2404000000001,110.411,,,0.58,133.931,
1847.3928,112.14,,,0.56,134.407,
1847.5452,112.593,,,0.55,136.942,
1847.6976000000002,110.018,,,0.55,137.965,
1847.8500000000001,107.442,,,0.54,138.932,
1848.0024,104.929,,,0.55,136.724,
1848.1548,106.275,,,0.58,137.578,
1848.3072000000002,107.621,,,0.61,139.479,
1848.4596000000001,108.967,,,0.65,138.331,
1848.612,111.081,,,0.65,139.035,
1848.7644,113.473,,,0.64,139.062,
1848.9168000000002,115.864,,,0.63,139.171,
1849.0692000000001,114.89,,,0.62,139.19,
1849.2216,109.87,,,0.6,138.553,
1849.374,104.851,,,0.57,138.546,
1849.5264000000002,101.541,,,0.56,138.468,
1849.6788000000001,106.393,,,0.6,136.987,
1849.8312,111.245,,,0.63,137.401,
1849.9836,116.097,,,0.67,136.857,
1850.1360000000002,112.882,,,0.66,136.184,
1850.2884000000001,108.695,,,0.65,131.958,
1850.4408,104.507,,,0.63,134.704,
1850.5932,101.768,,,0.62,131.258,
1850.7456000000002,99.95,,,0.62,135.802,
1850.8980000000001,98.131,,,0.61,138.863,
1851.0504,100.255,,,0.61,135.976,
1851.2028,110.358,,,0.62,135.31,
1851.3552000000002,120.461,,,0.63,136.691,
1851.5076000000001,129.906,,,0.63,136.648,
1851.66,126.823,,,0.65,136.271,
1851.8124,123.739,,,0.66,136.351,
1851.9648000000002,120.656,,,0.68,135.514,
1852.1172000000001,118.147,,,0.67,133.896,
1852.2696,115.811,,,0.65,132.999,
1852.422,113.475,,,0.63,133.436,
1852.5744000000002,110.428,,,0.63,134.2,
1852.7268000000001,106.637,,,0.65,134.04,
1852.8792,102.845,,,0.67,133.846,
1853.0316,101.766,,,0.69,133.653,
1853.1840000000002,111.055,,,0.69,132.993,
1853.3364000000001,120.345,,,0.7,131.942,
1853.4888,129.634,,,0.7,133.12,
1853.6412,123.607,,,0.71,133.256,
1853.7936000000002,116.365,,,0.71,134.661,
1853.9460000000001,109.123,,,0.71,134.897,
1854.0984,109.478,,,0.7,134.436,
1854.2508,114.002,,,0.67,134.327,
1854.4032000000002,118.526,,,0.64,135.724,
1854.5556000000001,120.325,,,0.62,135.587,
1854.708,117.378,,,0.62,134.646,
1854.8604,114.43,,,0.61,133.026,
1855.0128000000002,111.81,,,0.61,133.997,
1855.1652000000001,112.757,,,0.61,134.407,
1855.3176,113.704,,,0.61,137.969,
1855.47,114.652,,,0.61,141.737,
1855.6224000000002,116.751,,,0.6,137.85,
1855.7748000000001,119.133,,,0.6,134.999,
1855.9272,121.515,,,0.59,135.931,
1856.0796,122.423,,,0.58,135.5,
1856.2320000000002,121.983,,,0.57,134.27,
1856.3844000000001,121.544,,,0.56,135.721,
1856.5368,121.117,,,0.56,136.708,
1856.6892,120.731,,,0.6,137.208,
1856.8416000000002,120.345,,,0.64,134.142,
1856.9940000000001,119.959,,,0.67,134.594,
1857.1464,117.981,,,0.63,137.509,
1857.2988,115.937,,,0.59,136.397,
1857.4512000000002,113.894,,,0.54,136.821,
1857.6036000000001,114.744,,,0.54,137.865,
1857.756,116.958,,,0.55,140.61,
1857.9084,119.172,,,0.55,140.239,
1858.0608000000002,118.061,,,0.59,141.25,
1858.2132000000001,111.942,,,0.66,134.561,
1858.3656,105.822,,,0.73,132.829,
1858.518,99.628,,,0.79,129.133,
1858.6704000000002,92.872,,,0.7,125.082,
1858.8228000000001,86.116,,,0.62,126.064,
1858.9752,79.36,,,0.54,127.598,
1859.1276,84.119,,,0.55,130.266,
1859.2800000000002,91.116,,,0.58,135.962,
1859.4324000000001,98.113,,,0.61,137.375,
1859.5848,106.402,,,0.62,141.434,
1859.7372,115.72,,,0.62,140.269,
1859.8896000000002,125.039,,,0.63,136.673,
1860.0420000000001,132.999,,,0.62,136.174,
1860.1944,137.388,,,0.61,138.215,
1860.3468,141.777,,,0.59,138.849,
1860.4992000000002,146.166,,,0.57,138.962,
1860.6516000000001,136.683,,,0.57,138.965,
1860.804,127.128,,,0.58,136.07,
1860.9564,117.572,,,0.58,135.594,
1861.1088000000002,116.914,,,0.59,136.141,
1861.2612000000001,119.822,,,0.6,135.133,
1861.4136,122.73,,,0.61,135.004,
1861.566,122.101,,,0.64,136.868,
1861.7184000000002,116.844,,,0.7,137.215,
1861.8708000000001,111.587,,,0.76,134.749,
1862.0232,107.996,,,0.81,131.346,
1862.1756,113.686,,,0.77,131.509,
1862.3280000000002,119.376,,,0.74,132.92,
1862.4804000000001,125.065,,,0.7,135.024,
1862.6328,128.396,,,0.68,135.844,
1862.7852,131.379,,,0.65,136.991,
1862.9376000000002,134.362,,,0.63,136.844,
1863.0900000000001,133.989,,,0.63,136.744,
1863.2424,131.29,,,0.64,139.356,
1863.3948,128.591,,,0.65,137.487,
1863.5472000000002,126.592,,,0.66,139.94,
1863.6996000000001,126.151,,,0.66,138.535,
1863.852,125.71,,,0.67,137.081,
1864.0044,125.303,,,0.68,137.778,
1864.1568000000002,126.041,,,0.65,139.299,
1864.3092000000001,126.778,,,0.62,138.325,
1864.4616,127.515,,,0.59,135.206,
1864.614,126.649,,,0.6,133.696,
1864.7664000000002,125.242,,,0.63,132.339,
1864.9188000000001,123.836,,,0.66,134.721,
1865.0712,126.567,,,0.67,137.796,
1865.2236,134.017,,,0.64,135.38,
1865.3760000000002,141.467,,,0.61,136.505,
1865.5284000000001,145.332,,,0.63,135.987,
1865.6808,133.544,,,0.84,135.594,
1865.8332,121.757,,,1.05,137.355,
1865.9856000000002,109.969,,,1.25,134.709,
1866.1380000000001,108.374,,,1.1,135.921,
1866.2904,107.843,,,0.91,135.314,
1866.4428,107.313,,,0.71,138.223,
1866.5952000000002,111.206,,,0.63,139.298,
1866.7476000000001,117.757,,,0.62,138.903,
1866.9,124.308,,,0.6,135.796,
1867.0524,125.18,,,0.62,132.595,
1867.2048000000002,115.211,,,0.69,129.684,
1867.3572000000001,105.242,,,0.77,129.772,
1867.5096,96.308,,,0.83,130.339,
1867.662,102.762,,,0.75,133.627,
1867.8144000000002,109.215,,,0.67,129.633,
1867.9668000000001,115.67,,,0.59,130.796,
1868.1192,115.948,,,0.58,135.605,
1868.2716,114.506,,,0.6,135.961,
1868.4240000000002,113.064,,,0.61,136.341,
1868.5764000000001,111.833,,,0.63,134.299,
1868.7288,110.812,,,0.66,134.787,
1868.8812,109.79,,,0.68,134.433,
1869.0336000000002,108.721,,,0.7,136.101,
1869.1860000000001,107.484,,,0.67,137.749,
1869.3384,106.248,,,0.65,138.272,
1869.4908,105.011,,,0.62,132.275,
1869.6432000000002,110.269,,,0.62,133.276,
1869.7956000000001,115.944,,,0.63,134.16,
1869.948,121.619,,,0.63,138.242,
1870.1004,118.185,,,0.66,135.49,
1870.2528000000002,110.034,,,0.71,129.036,
1870.4052000000001,101.882,,,0.76,131.24,
1870.5576,95.515,,,0.78,129.831,
1870.71,92.084,,,0.74,124.641,
1870.8624000000002,88.653,,,0.7,123.619,
1871.0148000000002,86.698,,,0.67,127.699,
1871.1672,98.47,,,0.65,129.805,
1871.3196,110.242,,,0.62,129.408,
1871.4720000000002,122.014,,,0.6,130.792,
1871.6244000000002,123.041,,,0.59,135.045,
1871.7768,121.648,,,0.59,137.622,
1871.9292,120.256,,,0.58,135.373,
1872.0816000000002,119.664,,,0.57,133.889,
1872.2340000000002,119.766,,,0.56,135.054,
1872.3864,119.868,,,0.55,136.498,
1872.5388,119.936,,,0.54,135.894,
1872.6912000000002,119.903,,,0.56,135.964,
1872.8436000000002,119.871,,,0.58,134.193,
1872.996,119.838,,,0.6,132.355,
1873.1484,123.799,,,0.61,133.974,
1873.3008000000002,127.867,,,0.62,134.78,
1873.4532000000002,131.935,,,0.63,135.087,
1873.6056,132.363,,,0.62,136.685,
1873.758,131.178,,,0.6,138.982,
1873.9104000000002,129.992,,,0.58,139.996,
1874.0628000000002,127.649,,,0.56,139.001,
1874.2152,123.653,,,0.55,139.432,
1874.3676,119.657,,,0.54,138.795,
1874.5200000000002,116.276,,,0.54,134.382,
1874.6724000000002,116.963,,,0.56,136.935,
1874.8248,117.649,,,0.59,136.658,
1874.9772,118.336,,,0.62,136.551,
1875.1296000000002,116.669,,,0.62,136.641,
1875.2820000000002,114.589,,,0.62,136.924,
1875.4344,112.508,,,0.62,136.654,
1875.5868,109.569,,,0.62,134.589,
1875.7392000000002,105.981,,,0.61,134.704,
1875.8916000000002,102.392,,,0.6,136.952,
1876.044,98.999,,,0.61,137.218,
1876.1964,96.088,,,0.67,134.329,
1876.3488000000002,93.177,,,0.72,134.32,
1876.5012000000002,90.309,,,0.76,132.175,
1876.6536,92.815,,,0.74,131.539,
1876.806,95.321,,,0.71,133.574,
1876.9584000000002,97.827,,,0.68,135.234,
1877.1108000000002,101.786,,,0.66,134.917,
1877.2632,106.29,,,0.65,134.717,
1877.4156,110.794,,,0.63,134.43,
1877.5680000000002,112.132,,,0.62,137.315,
1877.7204000000002,109.541,,,0.62,137.605,
1877.8728,106.949,,,0.62,138.265,
1878.0252,105.278,,,0.62,136.233,
1878.1776000000002,108.253,,,0.6,131.864,
1878.3300000000002,111.228,,,0.59,136.756,
1878.4824,114.203,,,0.57,138.709,
1878.6348,113.263,,,0.57,138.492,
1878.7872000000002,111.812,,,0.57,139.322,
1878.9396000000002,110.36,,,0.57,136.083,
1879.092,110.615,,,0.57,133.259,
1879.2444,111.989,,,0.56,136.058,
1879.3968000000002,113.364,,,0.55,137.095,
1879.5492000000002,113.6,,,0.55,134.513,
1879.7016,111.448,,,0.57,133.86,
1879.854,109.296,,,0.59,135.801,
1880.0064000000002,107.219,,,0.61,137.178,
1880.1588000000002,106.843,,,0.61,136.197,
1880.3112,106.467,,,0.6,136.161,
1880.4636,106.091,,,0.6,135.507,
1880.6160000000002,107.77,,,0.6,136.978,
1880.7684000000002,110.093,,,0.6,135.35,
1880.9208,112.416,,,0.6,134.637,
1881.0732,111.909,,,0.6,136.481,
1881.2256000000002,108.339,,,0.6,137.482,
1881.3780000000002,104.768,,,0.6,138.729,
1881.5304,101.511,,,0.59,137.744,
1881.6828,99.512,,,0.59,141.724,
1881.8352000000002,97.513,,,0.58,139.625,
1881.9876000000002,95.514,,,0.57,136.183,
1882.14,97.888,,,0.6,136.344,
1882.2924,100.649,,,0.62,135.794,
1882.4448000000002,103.411,,,0.65,132.505,
1882.5972000000002,102.545,,,0.66,131.922,
1882.7496,99.62,,,0.66,132.092,
1882.902,96.696,,,0.66,133.78,
1883.0544000000002,99.164,,,0.66,134.213,
1883.2068000000002,111.35,,,0.65,133.199,
1883.3592,123.536,,,0.65,133.256,
1883.5116,133.915,,,0.65,136.715,
1883.6640000000002,122.368,,,0.64,137.118,
1883.8164000000002,110.822,,,0.63,139.743,
1883.9688,99.276,,,0.62,140.396,
1884.1212,93.329,,,0.64,135.683,
1884.2736000000002,88.824,,,0.68,133.866,
1884.4260000000002,84.319,,,0.71,131.504,
1884.5784,85.485,,,0.71,130.021,
1884.7308,92.005,,,0.68,132.026,
1884.8832000000002,98.524,,,0.65,133.687,
1885.0356000000002,106.156,,,0.62,135.144,
1885.188,117.437,,,0.6,131.178,
1885.3404,128.717,,,0.57,134.118,
1885.4928000000002,139.998,,,0.55,137.776,
1885.6452000000002,133.097,,,0.53,141.17,
1885.7976,125.295,,,0.52,139.792,
1885.95,117.492,,,0.51,138.898,
1886.1024000000002,112.853,,,0.52,139.335,
1886.2548000000002,109.757,,,0.54,138.698,
1886.4072,106.662,,,0.56,138.301,
1886.5596,105.529,,,0.58,140.903,
1886.7120000000002,107.45,,,0.6,140.249,
1886.8644000000002,109.371,,,0.62,138.821,
1887.0168,111.523,,,0.63,136.063,
1887.1692,115.53,,,0.61,136.995,
1887.3216000000002,119.537,,,0.58,138.059,
1887.4740000000002,123.545,,,0.55,137.908,
1887.6264,120.927,,,0.55,138.088,
1887.7788,116.948,,,0.56,140.056,
1887.9312000000002,112.968,,,0.57,138.538,
1888.0836000000002,109.367,,,0.57,138.201,
1888.236,106.077,,,0.58,138.285,
1888.3884,102.787,,,0.58,138.942,
1888.5408000000002,100.733,,,0.61,139.152,
1888.6932000000002,102.057,,,0.69,137.664,
1888.8456,103.381,,,0.76,135.93,
1888.998,104.706,,,0.84,134.096,
1889.1504000000002,102.735,,,0.75,133.006,
1889.3028000000002,100.72,,,0.66,135.024,
1889.4552,98.705,,,0.57,135.284,
1889.6076,103.286,,,0.53,136.972,
1889.7600000000002,110.613,,,0.52,138.432,
1889.9124000000002,117.94,,,0.5,139.789,
1890.0648,121.204,,,0.5,138.902,
1890.2172,118.975,,,0.52,138.775,
1890.3696000000002,116.745,,,0.53,138.492,
1890.5220000000002,114.368,,,0.55,137.454,
1890.6744,111.114,,,0.56,137.605,
1890.8268,107.86,,,0.57,137.424,
1890.9792000000002,104.606,,,0.57,138.258,
1891.1316000000002,105.9,,,0.59,138.382,
1891.284,107.913,,,0.61,138.198,
1891.4364,109.926,,,0.62,137.631,
1891.5888000000002,108.715,,,0.62,136.023,
1891.7412000000002,105.194,,,0.6,137.462,
1891.8936,101.674,,,0.59,139.102,
1892.046,99.719,,,0.58,140.093,
1892.1984000000002,101.386,,,0.58,136.857,
1892.3508000000002,103.052,,,0.59,133.939,
1892.5032,104.59,,,0.59,134.494,
1892.6556,100.148,,,0.59,135.918,
1892.8080000000002,95.706,,,0.58,137.368,
1892.9604000000002,91.263,,,0.57,137.605,
1893.1128,92.413,,,0.57,136.584,
1893.2652,95.527,,,0.56,136.548,
1893.4176000000002,98.641,,,0.56,136.548,
1893.5700000000002,101.074,,,0.56,138.883,
1893.7224,102.708,,,0.56,140.179,
1893.8748,104.342,,,0.56,139.008,
1894.0272000000002,105.514,,,0.56,138.872,
1894.1796000000002,104.564,,,0.56,140.176,
1894.332,103.613,,,0.56,141.25,
1894.4844,102.663,,,0.56,139.231,
1894.6368000000002,104.541,,,0.56,137.758,
1894.7892000000002,106.741,,,0.56,136.867,
1894.9416,108.942,,,0.56,134.97,
1895.094,109.785,,,0.55,137.986,
1895.2464000000002,109.785,,,0.54,138.655,
1895.3988000000002,109.785,,,0.52,138.582,
1895.5512,108.48,,,0.51,138.485,
1895.7036,104.597,,,0.51,138.482,
1895.8560000000002,100.714,,,0.52,139.696,
1896.0084000000002,97.278,,,0.52,140.393,
1896.1608,101.511,,,0.53,142.19,
1896.3132,105.744,,,0.54,143.561,
1896.4656000000002,109.977,,,0.54,140.525,
1896.6180000000002,112.151,,,0.54,139.575,
1896.7704,113.726,,,0.54,141.04,
1896.9228,115.3,,,0.53,140.626,
1897.0752000000002,114.559,,,0.53,136.219,
1897.2276000000002,111.442,,,0.53,136.998,
1897.38,108.325,,,0.52,138.339,
1897.5324,104.817,,,0.52,140.533,
1897.6848000000002,99.866,,,0.52,144.532,
1897.8372000000002,94.915,,,0.52,146.726,
1897.9896,89.964,,,0.52,145.304,
1898.142,87.534,,,0.55,143.103,
1898.2944000000002,85.288,,,0.58,139.665,
1898.4468000000002,83.043,,,0.61,136.557,
1898.5992,86.252,,,0.59,139.58,
1898.7516,92.386,,,0.55,142.82,
1898.9040000000002,98.521,,,0.51,141.996,
1899.0564000000002,102.505,,,0.49,140.469,
1899.2088,102.83,,,0.51,138.734,
1899.3612,103.155,,,0.54,138.208,
1899.5136000000002,103.088,,,0.56,135.016,
1899.6660000000002,99.021,,,0.53,133.596,
1899.8184,94.955,,,0.5,136.819,
1899.9708,90.888,,,0.47,136.654,
1900.1232000000002,91.874,,,0.47,138.606,
1900.2756000000002,94.057,,,0.49,139.796,
1900.428,96.24,,,0.5,137.407,
1900.5804,97.797,,,0.51,138.255,
1900.7328000000002,98.791,,,0.51,136.981,
1900.8852000000002,99.786,,,0.5,137.215,
1901.0376,100.483,,,0.5,140.307,
1901.19,100.271,,,0.52,144.992,
1901.3424000000002,100.059,,,0.53,142.949,
1901.4948000000002,99.847,,,0.54,141.119,
1901.6472,99.84,,,0.53,139.864,
1901.7996,99.84,,,0.52,131.522,
1901.9520000000002,99.84,,,0.5,133.937,
1902.1044000000002,99.662,,,0.5,137.115,
1902.2568,99.402,,,0.51,137.598,
1902.4092,99.142,,,0.51,133.595,
1902.5616000000002,100.715,,,0.51,140.178,
1902.7140000000002,104.992,,,0.5,133.224,
1902.8664,109.269,,,0.49,134.557,
1903.0188,112.601,,,0.49,135.08,
1903.1712000000002,109.219,,,0.5,136.498,
1903.3236000000002,105.838,,,0.5,137.014,
1903.476,102.456,,,0.51,139.926,
1903.6284,102.52,,,0.52,139.188,
1903.7808000000002,103.227,,,0.52,136.824,
1903.9332000000002,103.934,,,0.53,135.994,
1904.0856,105.445,,,0.53,134.473,
1904.238,107.583,,,0.52,134.98,
1904.3904000000002,109.72,,,0.51,134.907,
1904.5428000000002,111.137,,,0.51,136.118,
1904.6952,110.704,,,0.5,136.721,
1904.8476,110.272,,,0.5,134.313,
1905.0000000000002,109.84,,,0.5,132.826,
1905.1524000000002,108.733,,,0.49,135.391,
1905.3048000000001,107.626,,,0.49,138.379,
1905.4572,106.519,,,0.48,135.399,
1905.6096000000002,108.1,,,0.49,136.318,
1905.7620000000002,110.73,,,0.51,138.876,
1905.9144000000001,113.361,,,0.52,136.63,
1906.0668,112.39,,,0.52,138.135,
1906.2192000000002,106.806,,,0.5,139.312,
1906.3716000000002,101.221,,,0.48,139.912,
1906.5240000000001,96.676,,,0.46,136.29,
1906.6764,97.689,,,0.48,136.254,
1906.8288000000002,98.702,,,0.5,138.966,
1906.9812000000002,99.715,,,0.52,139.902,
1907.1336000000001,100.107,,,0.52,143.855,
1907.286,100.412,,,0.53,142.558,
1907.4384000000002,100.717,,,0.53,138.176,
1907.5908000000002,100.8,,,0.53,139.202,
1907.7432000000001,100.732,,,0.52,140.049,
1907.8956,100.665,,,0.51,136.213,
1908.0480000000002,99.388,,,0.5,133.146,
