DEPTH,GR,NPHI,RHOB,RT,DT
243.9,12.699,,,1.0,0.0
244.0,12.402,,,1.1,0.0
244.1,13.0,,,1.0,0.0
244.2,13.002,,,1.1,0.0
244.3,13.797,,,0.8,0.0
244.4,12.699,,,0.9,0.0
244.5,12.5,,,0.8,0.0
244.6,12.4,,,0.9,0.0
244.7,12.302,,,0.8,0.0
244.8,12.9,,,0.8,0.0
244.9,12.797,,,0.9,0.0
245.0,11.701,,,0.6,0.0
245.1,12.002,,,0.7,0.0
245.2,12.698,,,0.6,0.0
245.3,12.098,,,0.6,0.0
245.4,11.4,,,0.7,0.0
245.5,11.497,,,0.6,0.0
245.6,10.499,,,0.5,0.0
245.7,10.3,,,0.7,0.0
245.8,10.404,,,0.8,0.0
245.9,11.903,,,0.7,0.0
246.0,13.099,,,0.6,0.0
246.1,12.699,,,0.9,0.0
246.2,12.299,,,0.7,0.0
246.3,12.098,,,0.8,0.0
246.4,11.399,,,0.4,0.0
246.5,10.899,,,0.7,0.0
246.6,10.402,,,0.4,0.0
246.7,11.299,,,0.6,0.0
246.8,10.899,,,0.4,0.0
246.9,10.499,,,0.4,0.0
247.0,10.298,,,0.3,0.0
247.1,9.698,,,0.3,0.0
247.2,8.999,,,0.3,0.0
247.3,8.498,,,0.3,0.0
247.4,7.799,,,0.3,0.0
247.5,7.498,,,0.2,0.0
247.6,6.898,,,0.2,0.0
247.7,6.199,,,0.3,0.0
247.8,5.699,,,0.2,0.0
247.9,5.299,,,0.2,0.0
248.0,4.998,,,0.2,0.0
248.1,4.399,,,0.3,0.0
248.2,3.999,,,0.3,0.0
248.3,3.499,,,0.3,0.0
248.4,3.0,,,0.3,0.0
248.5,2.899,,,0.3,0.0
248.6,2.599,,,0.3,0.0
248.7,2.2,,,0.3,0.0
248.8,2.302,,,0.3,0.0
248.9,2.902,,,0.3,0.0
249.0,3.602,,,0.3,0.0
249.1,4.202,,,0.3,0.0
249.2,4.899,,,0.3,0.0
249.3,4.701,,,0.3,0.0
249.4,4.899,,,0.3,0.0
249.5,4.701,,,0.3,0.0
249.6,4.899,,,0.3,0.0
249.7,4.398,,,0.3,0.0
249.8,3.799,,,0.3,0.0
249.9,3.4,,,0.3,0.0
250.0,3.5,,,0.3,0.0
250.1,3.601,,,0.3,0.0
250.2,3.902,,,0.3,0.0
250.3,4.7,,,0.3,0.0
250.4,4.702,,,0.3,0.0
250.5,5.402,,,0.4,0.0
250.6,6.301,,,0.4,0.0
250.7,6.601,,,0.4,0.0
250.8,6.803,,,0.4,0.0
250.9,7.805,,,0.4,0.0
251.0,9.502,,,0.4,0.0
251.1,10.2,,,0.4,0.0
251.2,10.197,,,0.4,0.0
251.3,9.202,,,0.5,0.0
251.4,10.101,,,0.5,0.0
251.5,10.597,,,0.5,0.0
251.6,9.499,,,0.6,0.0
251.7,9.3,,,0.4,0.0
251.8,9.203,,,0.5,0.0
251.9,10.299,,,0.5,0.0
252.0,9.999,,,0.5,0.0
252.1,9.702,,,0.5,0.0
252.2,10.301,,,0.4,0.0
252.3,10.498,,,0.4,0.0
252.4,9.898,,,0.4,0.0
252.5,9.099,,,0.4,0.0
252.6,8.901,,,0.4,0.0
252.7,9.201,,,0.5,0.0
252.8,9.6,,,0.5,0.0
252.9,9.499,,,0.5,0.0
253.0,9.102,,,0.5,0.0
253.1,9.903,,,0.4,0.0
253.2,11.1,,,0.4,0.0
253.3,11.198,,,0.4,0.0
253.4,10.499,,,0.5,0.0
253.5,10.297,,,0.4,0.0
253.6,9.199,,,0.4,0.0
253.7,8.903,,,0.3,0.0
253.8,9.898,,,0.5,0.0
253.9,9.298,,,0.3,0.0
254.0,8.704,,,0.4,0.0
254.1,10.2,,,0.4,0.0
254.2,10.302,,,0.4,0.0
254.3,11.204,,,0.3,0.0
254.4,12.8,,,0.3,0.0
254.5,12.899,,,0.4,0.0
254.6,12.397,,,0.4,0.0
254.7,11.399,,,0.3,0.0
254.8,10.901,,,0.4,0.0
254.9,11.399,,,0.4,0.0
255.0,11.202,,,0.4,0.0
255.1,11.903,,,0.5,0.0
255.2,13.104,,,0.5,0.0
255.3,14.402,,,0.5,0.0
255.4,15.101,,,0.5,0.0
255.5,15.602,,,0.6,0.0
255.6,16.502,,,0.6,0.0
255.7,17.401,,,0.7,0.0
255.8,17.902,,,0.7,0.0
255.9,18.802,,,0.9,0.0
256.0,19.4,,,0.9,0.0
256.1,19.395,,,1.4,0.0
256.2,17.595,,,1.0,0.0
256.3,15.799,,,1.0,0.0
256.4,15.501,,,1.1,0.0
256.5,15.897,,,0.9,0.0
256.6,14.799,,,0.9,0.0
256.7,14.502,,,0.7,0.0
256.8,15.202,,,0.6,0.0
256.9,15.798,,,0.6,0.0
257.0,14.901,,,1.4,0.0
257.1,15.2,,,1.4,0.0
257.2,15.308,,,1.4,0.0
257.3,18.204,,,1.5,0.0
257.4,19.802,,,1.7,0.0
257.5,20.703,,,1.8,0.0
257.6,21.8,,,2.0,0.0
257.7,21.799,,,2.1,0.0
257.8,21.402,,,2.0,0.0
257.9,22.003,,,2.0,0.0
258.0,23.001,,,1.9,0.0
258.1,23.501,,,1.9,0.0
258.2,23.799,,,1.9,0.0
258.3,23.399,,,1.9,0.0
258.4,23.1,,,2.0,0.0
258.5,23.098,,,2.0,0.0
258.6,22.298,,,2.1,0.0
258.7,21.401,,,2.1,0.0
258.8,21.902,,,2.1,0.0
258.9,22.502,,,2.1,0.0
259.0,23.299,,,2.1,0.0
259.1,22.795,,,2.0,0.0
259.2,21.003,,,1.8,0.0
259.3,22.207,,,1.8,0.0
259.4,24.704,,,1.7,0.0
259.5,25.999,,,1.7,0.0
259.6,25.802,,,1.7,0.0
259.7,26.498,,,1.9,0.0
259.8,25.595,,,1.9,0.0
259.9,23.898,,,2.0,0.0
260.0,23.299,,,2.0,0.0
260.1,23.0,,,2.0,0.0
260.2,23.099,,,2.0,0.0
260.3,22.901,,,1.9,0.0
260.4,23.302,,,2.0,0.0
260.5,23.902,,,2.0,0.0
260.6,24.702,,,2.0,0.0
260.7,25.405,,,2.0,0.0
260.8,27.1,,,2.0,0.0
260.9,27.198,,,2.0,0.0
261.0,26.5,,,2.0,0.0
261.1,26.606,,,2.0,0.0
261.2,28.595,,,1.9,0.0
261.3,26.899,,,1.9,0.0
261.4,26.702,,,1.8,0.0
261.5,27.399,,,2.0,0.0
261.6,27.198,,,2.1,0.0
261.7,26.502,,,2.3,0.0
261.8,27.399,,,2.2,0.0
261.9,27.202,,,2.2,0.0
262.0,27.801,,,2.2,0.0
262.1,28.098,,,2.1,0.0
262.2,27.299,,,2.0,0.0
262.3,26.799,,,2.1,0.0
262.4,26.298,,,2.1,0.0
262.5,25.601,,,2.1,0.0
262.6,26.0,,,2.1,0.0
262.7,25.9,,,2.1,0.0
262.8,25.801,,,2.1,0.0
262.9,26.203,,,2.0,0.0
263.0,27.301,,,1.9,0.0
263.1,27.502,,,1.9,0.0
263.2,28.104,,,2.0,0.0
263.3,29.402,,,2.1,0.0
263.4,30.001,,,2.2,0.0
263.5,30.403,,,2.3,0.0
263.6,31.607,,,2.4,0.0
263.7,34.202,,,2.5,0.0
263.8,35.1,,,2.6,0.0
263.9,35.002,,,2.8,0.0
264.0,35.698,,,3.0,0.0
264.1,35.093,,,3.4,0.0
264.2,32.498,,,3.6,0.0
264.3,31.896,,,3.4,0.0
264.4,30.394,,,3.0,0.0
264.5,28.195,,,2.3,0.0
264.6,26.292,,,1.9,0.0
264.7,23.396,,,1.8,0.0
264.8,22.003,,,1.8,0.0
264.9,23.001,,,1.9,0.0
265.0,23.199,,,1.9,0.0
265.1,22.699,,,1.9,0.0
265.2,22.301,,,2.0,0.0
265.3,22.802,,,2.0,0.0
265.4,23.7,,,2.0,0.0
265.5,23.799,,,2.1,0.0
265.6,23.398,,,2.0,0.0
265.7,22.799,,,2.0,0.0
265.8,22.303,,,1.9,0.0
265.9,23.402,,,1.9,0.0
266.0,24.299,,,1.9,0.0
266.1,23.802,,,2.0,0.0
266.2,24.601,,,2.0,0.0
266.3,25.006,,,2.0,0.0
266.4,27.199,,,2.0,0.0
266.5,26.798,,,2.0,0.0
266.6,26.196,,,2.0,0.0
266.7,24.603,,,1.9,0.0
266.8,25.707,,,1.9,0.0
266.9,28.104,,,1.9,0.0
267.0,29.699,,,1.8,0.0
267.1,29.299,,,1.7,0.0
267.2,29.001,,,1.6,0.0
267.3,29.201,,,1.5,0.0
267.4,29.401,,,1.3,0.0
267.5,29.699,,,1.3,0.0
267.6,29.302,,,1.3,0.0
267.7,30.1,,,1.3,0.0
267.8,30.198,,,1.3,0.0
267.9,29.304,,,1.3,0.0
268.0,30.796,,,1.4,0.0
268.1,29.198,,,1.4,0.0
268.2,28.301,,,1.5,0.0
268.3,28.701,,,1.5,0.0
268.4,29.007,,,1.5,0.0
268.5,31.503,,,1.6,0.0
268.6,32.697,,,1.6,0.0
268.7,31.599,,,1.7,0.0
268.8,31.1,,,1.7,0.0
268.9,31.099,,,1.7,0.0
269.0,30.897,,,1.8,0.0
269.1,29.703,,,1.7,0.0
269.2,30.701,,,1.7,0.0
269.3,31.201,,,1.7,0.0
269.4,31.5,,,1.6,0.0
269.5,31.601,,,1.6,0.0
269.6,31.999,,,1.6,0.0
